tax_ass_id,id,2019.value,2019.improvements,2022.value,2022.improvements,2023.value,2023.improvements,2019.land,2020.value,2020.land,2020.improvements,2022.land,2023.land,2018.value,2018.land,2018.improvements,2021.value,2021.land,2021.improvements,2013.value,2013.land,2013.improvements,2014.value,2014.land,2014.improvements,2015.value,2015.land,2015.improvements,2016.value,2016.land,2016.improvements,2017.value,2017.land,2017.improvements,0.date
109,"7006-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"5402-Park-Lk,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"5318-Lake,-Golden,-San-Antonio,-TX-78244",165711.0,138120.0,231000.0,166260.0,275950.0,198360.0,28960.0,175940.0,28960.0,146980.0,64740.0,77590.0,150646.0,23170.0,133500.0,,,,,,,,,,,,,,,,,,,
112,"5511-Roanwood,-San-Antonio,-TX-78244",126500.0,105520.0,182710.0,139840.0,203270.0,151790.0,24310.0,131360.0,24310.0,107050.0,42870.0,51480.0,115000.0,24310.0,90690.0,144496.0,38980.0,107880.0,,,,,,,,,,,,,,,,
113,"5315-Lakebend-East-Dr,-San-Antonio,-TX-78244",143433.0,122960.0,198560.0,157260.0,225490.0,175960.0,21510.0,152350.0,21510.0,130840.0,41300.0,49530.0,130394.0,17200.0,118740.0,167130.0,37570.0,129560.0,,,,,,,,,,,,,,,,
114,"5512-Grand-Lake-Dr,-San-Antonio,-TX-78244",126040.0,103370.0,181440.0,134390.0,206620.0,150230.0,22670.0,132660.0,22670.0,109990.0,47050.0,56390.0,118040.0,18140.0,99900.0,,,,,,,,,,,,,,,,,,,
115,"5504-Grand-Lake-Dr,-San-Antonio,-TX-78244",120310.0,96670.0,177590.0,127380.0,202620.0,142400.0,23640.0,127940.0,23640.0,104300.0,50210.0,60220.0,112280.0,18910.0,93370.0,148920.0,45710.0,103210.0,,,,,,,,,,,,,,,,
116,"5514-Lochmoor,-San-Antonio,-TX-78244",158920.0,132180.0,201340.0,156790.0,215240.0,161830.0,26740.0,164280.0,26740.0,137540.0,44550.0,53410.0,134050.0,26740.0,107310.0,188900.0,40470.0,148430.0,,,,,,,,,,,,,,,,
117,"5319-Shadow-Lake-Dr,-San-Antonio,-TX-78244",99000.0,76670.0,150870.0,105270.0,172610.0,117890.0,22330.0,108190.0,22330.0,85860.0,45600.0,54720.0,92763.0,17870.0,77880.0,119009.0,41490.0,85070.0,,,,,,,,,,,,,,,,
118,"5511-Lochmoor,-Apt-1,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"5530-Grand-Lake-Dr,-San-Antonio,-TX-78244",123130.0,100980.0,176530.0,132020.0,200890.0,147510.0,22150.0,129600.0,22150.0,107450.0,44510.0,53380.0,115360.0,17720.0,97640.0,146730.0,40440.0,106290.0,,,,,,,,,,,,,,,,
120,"5519-Roanwood,-San-Antonio,-TX-78244",135720.0,112890.0,178000.0,142240.0,198000.0,155060.0,22830.0,137360.0,22830.0,114530.0,35760.0,42940.0,127490.0,22830.0,104660.0,,,,,,,,,,,,,,,,,,,
121,"5709-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"5717-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"5629-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"5519-Lochmoor,-Apt-1,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"5515-Lochmoor,-Apt-2,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"5502-Grand-Lake-Dr,-San-Antonio,-TX-78244",149630.0,124600.0,200600.0,147740.0,227210.0,163840.0,25030.0,154750.0,25030.0,129720.0,52860.0,63370.0,141470.0,20030.0,121440.0,175510.0,48050.0,127460.0,,,,,,,,,,,,,,,,
127,"5503-Roanwood,-San-Antonio,-TX-78244",172460.0,143160.0,212954.0,162844.0,225000.0,164940.0,29300.0,178260.0,29300.0,148960.0,50110.0,60060.0,143000.0,29300.0,113700.0,206220.0,45550.0,160670.0,,,,,,,,,,,,,,,,
128,"7014-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"7012-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"6921-Trail-Lk,-San-Antonio,-TX-78244",112300.0,91650.0,161310.0,119510.0,183770.0,133670.0,21570.0,119100.0,21570.0,97530.0,41800.0,50100.0,102091.0,17260.0,88520.0,131010.0,38000.0,96570.0,,,,,,,,,,,,,,,,
131,"5306-Lake,-Golden,-San-Antonio,-TX-78244",195730.0,173820.0,233400.0,189790.0,264980.0,212680.0,21910.0,204560.0,21910.0,182650.0,43610.0,52300.0,181827.0,17530.0,171810.0,218420.0,39610.0,178810.0,,,,,,,,,,,,,,,,
132,"5310-Shadow-Lake-Dr,-San-Antonio,-TX-78244",122000.0,99680.0,174000.0,128470.0,190000.0,135390.0,22320.0,132980.0,22320.0,110660.0,45530.0,54610.0,118170.0,17860.0,100310.0,,,,,,,,,,,,,,,,,,,
133,"5218-Lakebend-East-Dr,-San-Antonio,-TX-78244",154783.0,133850.0,210710.0,169410.0,238300.0,188770.0,21510.0,163930.0,21510.0,142420.0,41300.0,49530.0,140712.0,17200.0,124800.0,178160.0,37570.0,140590.0,,,,,,,,,,,,,,,,
134,"5323-Lakebend-East-Dr,-San-Antonio,-TX-78244",122000.0,100490.0,180000.0,138700.0,204630.0,155100.0,21510.0,134200.0,21510.0,115650.0,41300.0,49530.0,122200.0,17200.0,105000.0,147620.0,37570.0,114470.0,,,,,,,,,,,,,,,,
135,"5411-Park-Lk,-San-Antonio,-TX-78244",149990.0,127230.0,200050.0,152590.0,227870.0,170990.0,22760.0,154530.0,22760.0,131770.0,47460.0,56880.0,139854.0,18210.0,124360.0,169983.0,43110.0,127080.0,,,,,,,,,,,,,,,,
136,"5302-Lake,-Golden,-San-Antonio,-TX-78244",171223.0,153940.0,246730.0,198720.0,279990.0,222410.0,22990.0,186800.0,22990.0,163810.0,48010.0,57580.0,155657.0,18400.0,148620.0,,,,,,,,,,,,,,,,,,,
137,"5410-Shadow-Lake-Dr,-San-Antonio,-TX-78244",108767.0,84770.0,163110.0,111010.0,185430.0,123040.0,24460.0,114530.0,24460.0,90070.0,52100.0,62390.0,98879.0,19560.0,82410.0,,,,,,,,,,,,,,,,,,,
138,"5402-Shadow-Lake-Dr,-San-Antonio,-TX-78244",72446.0,79660.0,127000.0,78890.0,135000.0,77370.0,22970.0,107730.0,22970.0,84760.0,48110.0,57630.0,65860.0,18380.0,49550.0,118503.0,43720.0,83720.0,,,,,,,,,,,,,,,,
139,"5318-Shadow-Lake-Dr,-San-Antonio,-TX-78244",123810.0,101490.0,178060.0,132530.0,202990.0,148380.0,22320.0,130320.0,22320.0,108000.0,45530.0,54610.0,115830.0,17860.0,97970.0,148370.0,41370.0,107000.0,,,,,,,,,,,,,,,,
140,"5526-Lochmoor,-San-Antonio,-TX-78244",165550.0,138810.0,193000.0,148450.0,223770.0,170360.0,26740.0,167000.0,26740.0,140260.0,44550.0,53410.0,139370.0,26740.0,112630.0,,,,,,,,,,,,,,,,,,,
141,"5311-Shadow-Lake-Dr,-San-Antonio,-TX-78244",108570.0,86240.0,158910.0,113310.0,182040.0,127320.0,22330.0,100000.0,22330.0,77670.0,45600.0,54720.0,100880.0,17870.0,83010.0,132620.0,41490.0,91130.0,,,,,,,,,,,,,,,,
142,"5522-Lochmoor,-San-Antonio,-TX-78244",158920.0,132180.0,201340.0,156790.0,215240.0,161830.0,26740.0,164280.0,26740.0,137540.0,44550.0,53410.0,134050.0,26740.0,107310.0,,,,,,,,,,,,,,,,,,,
143,"5520-Grand-Lake-Dr,-San-Antonio,-TX-78244",135581.0,113960.0,199780.0,152730.0,227330.0,170940.0,22670.0,143930.0,22670.0,121260.0,47050.0,56390.0,123255.0,18140.0,110030.0,,,,,,,,,,,,,,,,,,,
144,"5510-Lochmoor,-San-Antonio,-TX-78244",164400.0,135550.0,210710.0,161610.0,226040.0,167120.0,28850.0,169900.0,28850.0,141050.0,49100.0,58920.0,138730.0,28850.0,109880.0,197100.0,44670.0,152430.0,,,,,,,,,,,,,,,,
145,"6907-Twin-Lake-Dr,-San-Antonio,-TX-78244",116680.0,93490.0,125000.0,76380.0,140000.0,81730.0,23190.0,90000.0,23190.0,66810.0,48620.0,58270.0,108860.0,18550.0,90310.0,109810.0,44130.0,65680.0,,,,,,,,,,,,,,,,2007-09-10T00:00:00.000Z
146,"6906-Moon-Lake-Dr,-San-Antonio,-TX-78244",137220.0,113790.0,198300.0,148930.0,225700.0,166480.0,23430.0,144510.0,23430.0,121080.0,49370.0,59220.0,128720.0,18740.0,109980.0,164690.0,44880.0,119810.0,,,,,,,,,,,,,,,,
147,"5507-Roanwood,-San-Antonio,-TX-78244",169370.0,143160.0,200000.0,157130.0,226160.0,174680.0,26210.0,171000.0,26210.0,144790.0,42870.0,51480.0,140000.0,26210.0,113790.0,199650.0,38980.0,160670.0,,,,,,,,,,,,,,,,
148,"6907-Indian-Lake-Dr,-San-Antonio,-TX-78244",140977.0,119290.0,201900.0,155550.0,229290.0,173700.0,22520.0,149460.0,22520.0,126940.0,46350.0,55590.0,128161.0,18020.0,115400.0,,,,,,,,,,,,,,,,,,,
149,"6914-Indian-Lake-Dr,-San-Antonio,-TX-78244",151674.0,128410.0,206260.0,157160.0,233460.0,174540.0,23360.0,166841.0,23360.0,144770.0,49100.0,58920.0,137885.0,18680.0,124960.0,,,,,,,,,,,,,,,,,,,
150,"6918-Moon-Lake-Dr,-San-Antonio,-TX-78244",153041.0,131510.0,222430.0,174410.0,253410.0,195820.0,23000.0,162940.0,23000.0,139940.0,48020.0,57590.0,139128.0,18400.0,126640.0,179234.0,43640.0,138930.0,,,,,,,,,,,,,,,,
151,"6902-Indian-Lake-Dr,-San-Antonio,-TX-78244",153827.0,131880.0,224330.0,174960.0,255650.0,196430.0,23430.0,163770.0,23430.0,140340.0,49370.0,59220.0,139843.0,18740.0,127000.0,,,,,,,,,,,,,,,,,,,
152,"6835-Indian-Lake-Dr,-San-Antonio,-TX-78244",130995.0,109260.0,192350.0,144030.0,219750.0,161810.0,23100.0,139370.0,23100.0,116270.0,48320.0,57940.0,119086.0,18480.0,105190.0,153307.0,43890.0,115470.0,,,,,,,,,,,,,,,,
153,"6914-Moon-Lake-Dr,-San-Antonio,-TX-78244",132156.0,110020.0,191570.0,143550.0,217910.0,160320.0,23000.0,140080.0,23000.0,117080.0,48020.0,57590.0,120142.0,18400.0,106410.0,154088.0,43640.0,115780.0,,,,,,,,,,,,,,,,
154,"5515-Lochmoor,-Apt-1,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"6911-Indian-Lake-Dr,-San-Antonio,-TX-78244",150427.0,129020.0,212760.0,166410.0,241900.0,186310.0,22520.0,159820.0,22520.0,137300.0,46350.0,55590.0,136752.0,18020.0,124550.0,,,,,,,,,,,,,,,,,,,
156,"7026-Atherton,-San-Antonio,-TX-78244",154000.0,126930.0,191500.0,146030.0,216350.0,161830.0,27070.0,160000.0,27070.0,132930.0,45470.0,54520.0,133000.0,27070.0,105930.0,180000.0,41310.0,138690.0,,,,,,,,,,,,,,,,
157,"6910-Indian-Lake-Dr,-San-Antonio,-TX-78244",140170.0,116810.0,202210.0,153110.0,230120.0,171200.0,23360.0,147660.0,23360.0,124300.0,49100.0,58920.0,131560.0,18680.0,112880.0,162426.0,44670.0,123040.0,,,,,,,,,,,,,,,,
158,"5505-Roanwood,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"7023-Atherton,-San-Antonio,-TX-78244",130000.0,104370.0,191650.0,143730.0,213320.0,155860.0,25630.0,131000.0,25630.0,105370.0,47920.0,57460.0,123000.0,25630.0,97370.0,154750.0,43570.0,111180.0,,,,,,,,,,,,,,,,
160,"5518-Lochmoor,-San-Antonio,-TX-78244",162290.0,135550.0,206160.0,161610.0,220530.0,167120.0,26740.0,167790.0,26740.0,141050.0,44550.0,53410.0,136620.0,26740.0,109880.0,,,,,,,,,,,,,,,,,,,
161,"6926-Moon-Lake-Dr,-San-Antonio,-TX-78244",144710.0,121240.0,205530.0,155670.0,233820.0,174090.0,23470.0,152480.0,23470.0,129010.0,49860.0,59730.0,135920.0,18780.0,117140.0,,,,,,,,,,,,,,,,,,,
162,"5603-Lochmoor,-San-Antonio,-TX-78244",29000.0,,49320.0,,59130.0,,29000.0,29000.0,29000.0,,49320.0,59130.0,29000.0,29000.0,,,,,,,,,,,,,,,,,,,,
163,"5530-Lochmoor,-San-Antonio,-TX-78244",159910.0,132180.0,203490.0,156790.0,217830.0,161830.0,27730.0,165270.0,27730.0,137540.0,46700.0,56000.0,135040.0,27730.0,107310.0,190920.0,42490.0,148430.0,,,,,,,,,,,,,,,,
164,"6826-Twin-Lake-Dr,-San-Antonio,-TX-78244",115000.0,92330.0,146000.0,98950.0,180000.0,123610.0,22670.0,122000.0,22670.0,99330.0,47050.0,56390.0,109000.0,18140.0,90860.0,,,,,,,,,,,,,,,,,,,
165,"5532-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"6829-Blue-Lake-Dr,-San-Antonio,-TX-78244",103987.0,83300.0,153390.0,109660.0,175690.0,123300.0,21920.0,110560.0,21920.0,88640.0,43730.0,52390.0,94534.0,17530.0,80150.0,121616.0,39710.0,88120.0,,,,,,,,,,,,,,,,
167,"7028-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"6827-Blue-Lake-Dr,-San-Antonio,-TX-78244",101035.0,80140.0,149720.0,105990.0,171080.0,118690.0,21920.0,108390.0,21920.0,86470.0,43730.0,52390.0,91850.0,17530.0,77290.0,,,,,,,,,,,,,,,,,,,
169,"6822-Twin-Lake-Dr,-San-Antonio,-TX-78244",108520.0,85850.0,158000.0,110950.0,169000.0,112610.0,22670.0,114020.0,22670.0,91350.0,47050.0,56390.0,101050.0,18140.0,82910.0,133240.0,42770.0,90470.0,,,,,,,,,,,,,,,,
170,"6839-Blue-Lake-Dr,-San-Antonio,-TX-78244",96800.0,75830.0,142570.0,98840.0,163070.0,110680.0,21920.0,102610.0,21920.0,80690.0,43730.0,52390.0,88000.0,17530.0,73190.0,112871.0,39710.0,79950.0,,,,,,,,,,,,,,,,
171,"6823-Blue-Lake-Dr,-San-Antonio,-TX-78244",108480.0,86560.0,157040.0,113310.0,179610.0,127220.0,21920.0,114030.0,21920.0,92110.0,43730.0,52390.0,95000.0,17530.0,77470.0,,,,,,,,,,,,,,,,,,,
172,"6834-Twin-Lake-Dr,-San-Antonio,-TX-78244",113880.0,91210.0,165730.0,118680.0,189120.0,132730.0,22670.0,119730.0,22670.0,97060.0,47050.0,56390.0,106280.0,18140.0,88140.0,,,,,,,,,,,,,,,,,,,
173,"6835-Blue-Lake-Dr,-San-Antonio,-TX-78244",110280.0,88360.0,155800.0,112070.0,177700.0,125310.0,21920.0,115940.0,21920.0,94020.0,43730.0,52390.0,102920.0,17530.0,85390.0,127534.0,39710.0,93030.0,,,,,,,,,,,,,,,,
174,"6831-Blue-Lake-Dr,-San-Antonio,-TX-78244",128590.0,106670.0,199000.0,155270.0,226000.0,173610.0,21920.0,154360.0,21920.0,132440.0,43730.0,52390.0,120260.0,17530.0,102730.0,168000.0,39710.0,128290.0,,,,,,,,,,,,,,,,
175,"6906-Twin-Lake-Dr,-San-Antonio,-TX-78244",121050.0,97550.0,194930.0,145300.0,222090.0,162570.0,23500.0,144610.0,23500.0,121110.0,49630.0,59520.0,109120.0,18800.0,94200.0,,,,,,,,,,,,,,,,,,,
176,"6830-Twin-Lake-Dr,-San-Antonio,-TX-78244",108827.0,87020.0,158960.0,111910.0,181510.0,125120.0,22670.0,115270.0,22670.0,92600.0,47050.0,56390.0,98934.0,18140.0,84120.0,,,,,,,,,,,,,,,,,,,
177,"6902-Twin-Lake-Dr,-San-Antonio,-TX-78244",125360.0,101320.0,183200.0,132190.0,209050.0,147890.0,24040.0,131860.0,24040.0,107820.0,51010.0,61160.0,117100.0,19240.0,97860.0,153080.0,46320.0,106760.0,,,,,,,,,,,,,,,,
178,"6902-Quail-Lk,-San-Antonio,-TX-78244",150570.0,127860.0,211860.0,164800.0,240890.0,184390.0,22710.0,158760.0,22710.0,136050.0,47060.0,56500.0,141640.0,18170.0,123470.0,174636.0,42770.0,134730.0,,,,,,,,,,,,,,,,
179,"6842-Twin-Lake-Dr,-San-Antonio,-TX-78244",139710.0,116630.0,201160.0,153000.0,229540.0,171730.0,23080.0,147180.0,23080.0,124100.0,48160.0,57810.0,130820.0,18470.0,112350.0,,,,,,,,,,,,,,,,,,,
180,"6914-Trail-Lk,-San-Antonio,-TX-78244",125560.0,103990.0,173900.0,132100.0,197700.0,147600.0,21570.0,132230.0,21570.0,110660.0,41800.0,50100.0,117820.0,17260.0,100560.0,147460.0,38000.0,109460.0,,,,,,,,,,,,,,,,
181,"6915-Quail-Lk,-San-Antonio,-TX-78244",157960.0,134660.0,219690.0,170810.0,249440.0,190860.0,23300.0,166590.0,23300.0,143290.0,48880.0,58580.0,148810.0,18640.0,130170.0,186170.0,44410.0,141760.0,,,,,,,,,,,,,,,,
182,"6918-Trail-Lk,-San-Antonio,-TX-78244",110180.0,88170.0,157760.0,113710.0,179700.0,126880.0,22010.0,115830.0,22010.0,93820.0,44050.0,52820.0,102970.0,17610.0,85360.0,132700.0,39990.0,92710.0,,,,,,,,,,,,,,,,
183,"6843-Blue-Lake-Dr,-San-Antonio,-TX-78244",99270.0,77450.0,143140.0,99830.0,163400.0,111500.0,21820.0,104240.0,21820.0,82420.0,43310.0,51900.0,88220.0,17460.0,70760.0,,,,,,,,,,,,,,,,,,,
184,"6934-Trail-Lk,-San-Antonio,-TX-78244",152956.0,136200.0,223670.0,176340.0,254670.0,197970.0,22720.0,167650.0,22720.0,144930.0,47330.0,56700.0,139051.0,18180.0,131160.0,184415.0,43000.0,143910.0,,,,,,,,,,,,,,,,
185,"7004-Atherton,-San-Antonio,-TX-78244",168000.0,134690.0,204000.0,147390.0,242520.0,174680.0,33310.0,174000.0,33310.0,140690.0,56610.0,67840.0,139000.0,33310.0,105690.0,195000.0,51490.0,143510.0,,,,,,,,,,,,,,,,
186,"6929-Trail-Lk,-San-Antonio,-TX-78244",108000.0,85180.0,158000.0,110510.0,187000.0,130060.0,22820.0,110000.0,22820.0,87180.0,47490.0,56940.0,97000.0,18250.0,78750.0,132000.0,43210.0,88790.0,,,,,,,,,,,,,,,,
187,"6911-Trail-Lk,-San-Antonio,-TX-78244",155570.0,134000.0,214870.0,173070.0,243850.0,193750.0,21570.0,164160.0,21570.0,142590.0,41800.0,50100.0,146610.0,17260.0,129350.0,179280.0,38000.0,141280.0,,,,,,,,,,,,,,,,
188,"6907-Trail-Lk,-San-Antonio,-TX-78244",142520.0,120950.0,195320.0,153520.0,221710.0,171610.0,21570.0,150270.0,21570.0,128700.0,41800.0,50100.0,134160.0,17260.0,116900.0,165297.0,38000.0,127400.0,,,,,,,,,,,,,,,,
189,"6954-Lakeview-Dr,-San-Antonio,-TX-78244",,,434530.0,363760.0,466080.0,381200.0,,302770.0,56170.0,246600.0,70770.0,84880.0,,,,,,,,,,,,,,,,,,,,,,
190,"7016-Atherton,-San-Antonio,-TX-78244",172810.0,145680.0,199000.0,153400.0,233440.0,178720.0,27130.0,130000.0,27130.0,102870.0,45600.0,54720.0,145360.0,27130.0,118230.0,185000.0,41490.0,143510.0,,,,,,,,,,,,,,,,
191,"6922-Trail-Lk,-San-Antonio,-TX-78244",127420.0,105690.0,176670.0,133770.0,200780.0,149360.0,21730.0,134190.0,21730.0,112460.0,42900.0,51420.0,119670.0,17390.0,102280.0,147609.0,39000.0,111190.0,,,,,,,,,,,,,,,,
192,"6935-Trail-Lk,-San-Antonio,-TX-78244",132250.0,106660.0,190890.0,136060.0,217870.0,152160.0,25590.0,139080.0,25590.0,113490.0,54830.0,65710.0,123520.0,20480.0,103040.0,162200.0,49860.0,112340.0,,,,,,,,,,,,,,,,
193,"6919-Trail-Lk,-San-Antonio,-TX-78244",112800.0,91230.0,159890.0,118090.0,182240.0,132140.0,21570.0,118650.0,21570.0,97080.0,41800.0,50100.0,105400.0,17260.0,88140.0,134100.0,38000.0,96100.0,,,,,,,,,,,,,,,,
194,"5311-Lakebend-East-Dr,-San-Antonio,-TX-78244",128137.0,108690.0,,,,,21510.0,,,,,,116488.0,,,,,,,,,,,,,,,,,,,,,
195,"7010-Atherton,-San-Antonio,-TX-78244",164000.0,136900.0,192500.0,147060.0,229170.0,174680.0,27100.0,170000.0,27100.0,142900.0,45440.0,54490.0,136000.0,27100.0,108900.0,180000.0,41350.0,138650.0,,,,,,,,,,,,,,,,
196,"7032-Atherton,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"5314-Lake,-Golden,-San-Antonio,-TX-78244",127340.0,,162107.0,,197700.0,154170.0,,136200.0,20600.0,115600.0,,43530.0,115764.0,,,147370.0,33010.0,114360.0,,,,,,,,,,,,,,,,
198,"7008-Atherton,-San-Antonio,-TX-78244",145000.0,116310.0,177500.0,128560.0,209470.0,150790.0,28690.0,150000.0,28690.0,121310.0,48940.0,58680.0,127000.0,28690.0,98310.0,170000.0,44550.0,125450.0,,,,,,,,,,,,,,,,
199,"5503-Grand-Lake-Dr,-San-Antonio,-TX-78244",165720.0,137200.0,240790.0,177210.0,275060.0,198860.0,28520.0,174520.0,28520.0,146000.0,63580.0,76200.0,155060.0,22820.0,132240.0,,,,,,,,,,,,,,,,,,,
200,"5314-Shadow-Lake-Dr,-San-Antonio,-TX-78244",97090.0,74770.0,142610.0,97080.0,163180.0,108570.0,22320.0,101880.0,22320.0,79560.0,45530.0,54610.0,90100.0,17860.0,72240.0,120120.0,41370.0,78750.0,,,,,,,,,,,,,,,,
201,"5322-Lake,-Golden,-San-Antonio,-TX-78244",147947.0,124550.0,209820.0,158240.0,238320.0,176520.0,24180.0,156710.0,24180.0,132530.0,51580.0,61800.0,134497.0,19340.0,120590.0,,,,,,,,,,,,,,,,,,,
202,"5516-Grand-Lake-Dr,-San-Antonio,-TX-78244",122682.0,100950.0,178450.0,131400.0,203340.0,146950.0,22670.0,130090.0,22670.0,107420.0,47050.0,56390.0,111529.0,18140.0,97540.0,143099.0,42770.0,106330.0,,,,,,,,,,,,,,,,
203,"5418-Lake-Grove-Dr,-San-Antonio,-TX-78244",106270.0,79670.0,162590.0,104260.0,186760.0,116890.0,26600.0,111380.0,26600.0,84780.0,58330.0,69870.0,98110.0,21280.0,76830.0,137020.0,52950.0,84070.0,,,,,,,,,,,,,,,,
204,"5407-Shadow-Lake-Dr,-San-Antonio,-TX-78244",119197.0,96140.0,178100.0,126180.0,203830.0,141670.0,24330.0,126640.0,24330.0,102310.0,51920.0,62160.0,108361.0,19470.0,92620.0,,,,,,,,,,,,,,,,,,,
205,"5403-Shadow-Lake-Dr,-San-Antonio,-TX-78244",106000.0,82790.0,166450.0,117860.0,190510.0,132260.0,23210.0,110000.0,23210.0,86790.0,48590.0,58250.0,105270.0,18560.0,86710.0,139190.0,44180.0,95010.0,,,,,,,,,,,,,,,,
206,"5406-Shadow-Lake-Dr,-San-Antonio,-TX-78244",99240.0,77100.0,140000.0,95170.0,155000.0,101280.0,22140.0,104180.0,22140.0,82040.0,44830.0,53720.0,90882.0,17720.0,74560.0,121830.0,40700.0,81130.0,,,,,,,,,,,,,,,,
207,"5625-Lochmoor,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"6914-Quail-Lk,-San-Antonio,-TX-78244",135418.0,112320.0,195610.0,144110.0,222790.0,161010.0,24220.0,143740.0,24220.0,119520.0,51500.0,61780.0,,,,158114.0,46850.0,118310.0,,,,,,,,,,,,,,,,
209,"5607-Lochmoor,-San-Antonio,-TX-78244",235000.0,206000.0,310000.0,260680.0,310000.0,250870.0,29000.0,240000.0,29000.0,211000.0,49320.0,59130.0,195000.0,29000.0,166000.0,,,,,,,,,,,,,,,,,,,
210,"5607-Lochmoor,---1,-San-Antonio,-TX-78244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"325-Sw-Trafalgar-Pkwy,-Cape-Coral,-FL-33991",,,251660.0,212348.0,,,,,,,39312.0,,,,,186827.0,26000.0,160827.0,,,,,,,,,,,,,,,,
212,"6636-W-William-Cannon-Dr,-Austin,-TX-78735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"13529-Coleto-Creek-Trl,-Austin,-TX-78732",,,2352862.0,1512862.0,2162504.0,1434504.0,,,,,840000.0,728000.0,,,,,,,,,,,,,,,,,,,,,,
214,"7011-W-Parmer-Ln,-Austin,-TX-78729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"7001-S-Congress-Ave,-Austin,-TX-78745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"8109-Wolf-Jaw-Cv,-Austin,-TX-78729",305713.0,238945.0,375929.0,290929.0,,,66768.0,322705.0,77063.0,245642.0,85000.0,,,,,,,,,,,,,,,,,,,,,,,
217,"5200-N-Lamar-Blvd,-Austin,-TX-78751",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"1301-W-5th-St,-Austin,-TX-78703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"5120-Mansfield-View-Ct,-Austin,-TX-78732",,,2272503.0,2025003.0,,,,,,,247500.0,,,,,,,,,,,,,,,,,,,,,,,
220,"1044-Camino-Ln,-Costa,-Austin,-TX-78752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"12300-Riata-Trace-Pkwy,-Austin,-TX-78727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"4913-Wing-Rd,-Austin,-TX-78749",348100.0,173100.0,509690.0,259690.0,,,175000.0,348100.0,175000.0,173100.0,250000.0,,,,,372516.0,175000.0,197516.0,,,,,,,,,,,,,,,,
223,"924-Cavalry-Ride-Trl,-Austin,-TX-78732",,,861325.0,561325.0,,,,429766.0,70000.0,359766.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,
224,"2401-Manor-Rd,-Apt-209,-Austin,-TX-78722",205000.0,179660.0,240040.0,185138.0,257687.0,189545.0,25340.0,205000.0,25340.0,179660.0,54902.0,68142.0,,,,185492.0,25340.0,160152.0,,,,,,,,,,,,,,,,
225,"800-W-38th-St,-Austin,-TX-78705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"2426-E-6th-St,-Unit-242,-Austin,-TX-78702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"4811-Burnet-Rd,-Austin,-TX-78756",,,14093799.0,10476024.0,,,,12090440.0,3100950.0,8989490.0,3617775.0,,,,,,,,,,,,,,,,,,,,,,,
228,"1500-E-Riverside-Dr,-Austin,-TX-78741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"8801-N-Fm-620-Rd,-Austin,-TX-78726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"2104-E-Anderson-Ln,-Austin,-TX-78752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
